contentId,If you liked,Recommendation 1,Recommendation 2,Recommendation 3,Recommendation 4,Recommendation 5
5875183869203898283,Google is quietly recording everything you say. Here's how to hear it,Ouça a música criada pela inteligência artificial do Google | Google Discovery,"contentId
8962537427807366481    Why It's Time to Take Google's PC Operating Sy...
8962537427807366481    Why It's Time to Take Google's PC Operating Sy...
Name: title, dtype: object",Google's Cloud Machine Learning service is now in public beta,Google adiciona medidor de velocidade da internet nos resultados de pesquisa | Google Discovery,"Hello, a nova rede social do Orkut, está liberada no Brasil"
5928346445655989915,[Tools] A Tool for tracking Kanban projects (that you can cut out and keep) - Emily Webber,"[Situation Wall] Jamboard - the whiteboard, reimagined for collaboration in the cloud",[E-learning] Design Thinking for Innovation - University of Virginia | Coursera,[Article] Poka Yoke: o que é e como implementar | Endeavor Brasil,Design Sprint: onde o design e a velocidade importam,Text summarization with TensorFlow
5940374562401786524,Visual Thinking and Learning 3.0 working together at Walmart.com | Happy Melly,"Como o e-commerce brasileiro pode, enfim, começar a lucrar",Startups matam. E suas vítimas são as empresas que ainda não entendem o que é a Economia do Acesso,From E-Commerce to Web 3.0: Let the Bots Do the Shopping,Mercado de Cosméticos no Brasil - Setor que não conhece crise!,Por que o Walmart não é Walmart no Brasil
5962268176939710955,"BigQuery 1.11, now with Standard SQL, IAM, and partitioned tables! | Google Cloud Big Data and Machine Learning Blog",Google lags behind Amazon and Microsoft's cloud in one important area,Google's Cloud Dataflow stomps on Apache Spark in new benchmark tests,5 Unique Features Of Google Compute Engine That No IaaS Provider Could Match,Firebase and Google Cloud: better together,Spark comparison: AWS vs. GCP
5964888566269323942,PwC faz virada digital e já fatura US$ 1 bilhão no mundo,The economic essentials of digital strategy,Mobile Time,Accenture amplia atuação no Brasil,55 fornecedores de TI que apresentarão novidades no Ciab 2016,Meet the new Brazilian consumer
6015995473246774717,The need to lead in data and analytics,Accenture amplia atuação no Brasil,Meio&Mensagem,"DARPA Goes ""Meta"" with Machine Learning for Machine Learning",Mobile Time,Rewiring Citi for the digital age
6031953227014493100,O chefe é gay. E daí?,De piada sobre TPM a servir cafezinho: como lidar com machismo no trabalho?,The Genderbread Person v3 | It's Pronounced Metrosexual,O dia em que tive mais medo de estar errada.,"Por dentro do MariaLab: A tecnologia é área para as mulheres, sim!",Para entender o Dia Internacional contra a Homofobia
6044362651232258738,Cinco competências comportamentais para você ser um bom líder,How to augment your career with leadership coaching,Investimentos em coaching e mentoring aumentam nas empresas,Como resolver conflitos no ambiente corporativo us,Digital Health Coaching,O que você deve fazer para se tornar um líder melhor?
6062146090334604102,Serverless Data Sync in Web Apps with Bit Torrent,Anti-If: The missing patterns,"Autofill: What web devs should know, but don't",Cubr,Goodbye accountants! Startup builds AI to automate all your accounting,Top Programming Languages Trends: The Rise of Big Data
6104598399077154797,Como consumir conteúdo de qualidade em iOS - CocoaHeads BR,How to Design a Walkthrough That Users Will Read,Why and How to Avoid Hamburger Menus - Louie A. - Mobile UX Design,"The Languages, Frameworks and Tools You Should Learn in 2017",My experience with Google's Associate Android Developer Certification,Angular 2 versus React: There Will Be Blood - Free Code Camp
6152652267138213180,Staying one step ahead at Pixar: An interview with Ed Catmull,Ordering coffee in Italy: the 10 commandments,Shopping app Spring's redesign could be a game-changer,Up your app's sharing game with DirectShare - Google Developers,Artificial intelligence is changing SEO faster than you think,The barbell effect of machine learning.
6201946560186605500,MOBILE TIME - Shoppings do Rio testarão solução de marketing com beacons,MOBILE TIME - Youse: seguradora digital se diferencia através da interface móvel,"No, Apple isn't the next BlackBerry - it's the next Microsoft",The surprising truth about which countries lead in digital,The rise of APIs,The future of the shopping mall
6340108943344143104,Text summarization with TensorFlow,Power to the People: How One Unknown Group of Researchers Holds the Key to Using AI to Solve Real...,5 reasons your employees aren't sharing their knowledge,Google acquires deep search engine Kifi to enhance its Spaces group chat app,"Secret's founder returns with Bold, a Medium for enterprise",Machine Learning and the VP Debate
6384824828701919724,14 Cool Drupal 8 modules for site builders | August 2016,Who sponsors Drupal development? | Dries Buytaert,Dries Distributions remain a growing opportunity for Drupal - Buytaert,What to look for in a code review ,Acquia Engage Awards Finalists Announced,Meet Aquifer: A build system for easier Drupal development
6426224004219108539,"Mesmo sem apoio, Parada LGBT de Campinas arrasta multidão pelas ruas","TRF mantém resolução que proíbe ""cura gay"" - Jornal Opção",YouTube chama seus criadores de conteúdo para a campanha mundial #OrgulhoDeSer,"No dia das mães, Avon lança campanha com mãe de jovem gay",Não ao preconceito! ONU celebra Dia da Visibilidade de Mulheres Lésbicas e Bissexuais,"Para rebater Estatuto da Família, campanha muda significado de 'família' no Dicionário Houaiss"
6437568358552101410,Tech in Brazil is booming despite the country's political troubles,Staying one step ahead at Pixar: An interview with Ed Catmull,Being A Developer After 40 - Free Code Camp,Shopping app Spring's redesign could be a game-changer,The barbell effect of machine learning.,Up your app's sharing game with DirectShare - Google Developers
6463551093741815202,"Little girls doubt that women can be brilliant, study shows",#iLookLikeAnEngineer: One Year Later,YouTube chama seus criadores de conteúdo para a campanha mundial #OrgulhoDeSer,#Sentaquelávemtextão,"If you think women in tech is just a pipeline problem, you haven't been paying attention - Tech Diversity Files",9 Non-Threatening Leadership Strategies for Women
6519443272707698315,Two Different Sales Motions . . . .,Nintendo has doubled in value since Pokémon Go's release,"Telecoms open shop on Madison Avenue, but will brands buy?",Is FinTech Forcing Banking to a Tipping Point?,7 Questions to Ask Before Your Next Digital Transformation,The sales secrets of high-growth companies
6521856301289868251,Notes on Reactive Programming Part I: The Reactive Landscape,CSS Containment in Chrome 52 | Web Updates - Google Developers,Twitter faz atualização em seu aplicativo Fabric para trazer mais funcionalidades às empresas e aos desenvolvedores de apps - Startupi,"The New App Store: Subscription Pricing, Faster Approvals, and Search Ads",Facebook's WhatsApp does something very different than Google,Design Patterns: Progressive Disclosure for Mobile Apps
6535950170823528902,"Google Slides incorpora recurso de ""perguntas e respostas"" em tempo real | Google Discovery",Powering a more connected and collaborative enterprise,Why Netflix thinks its personalized recommendation engine is worth $1 billion per year,Acesse a versão Material Design do YouTube | Google Discovery,Google's Cloud Machine Learning service is now in public beta,Mobile banking conquista o coração dos brasileiros
6540624159201421051,Bradesco vai lançar novo banco digital: o Next.,"Elektro, Google e Sama lideram entre as melhores empresas para trabalhar em 2016",The rise of APIs,The Future of Digital Banking is Now,The surprising truth about which countries lead in digital,PwC faz virada digital e já fatura US$ 1 bilhão no mundo
6569463984699537820,"Google anuncia Android Things, plataforma para a Internet das Coisas | Google Discovery",Aplicação de visão computacional com OpenCV,Governo abre consulta pública para Plano Nacional de IoT | NOTÍCIAS - Brasscom,Como a Microsoft está trabalhando com o conceito de IoT - Startupi,Uma arquitetura de referência para a Internet das Coisas - Parte 1,Nova pulseira tecnológica avisa se você já bebeu demais
6583734846225935852,"No ano em que a Apple completa 40 anos, confira a evolução do iPhone",Accidental discovery could help batteries last years longer,Mudanças na App Store podem não conquistar desenvolvedores | EXAME.com,Apple anuncia a 3ª geração da linguagem Swift para o final deste ano,The hardest thing in computer science,The Best Linux Distros of 2016
6615662748793536194,Especial: O papel dos grandes provedores de TI na Rio 2016,Organizing for digital acceleration: Making a two-speed IT operating model work,Can Accenture Take Over Advertising?,O tênue equilíbrio da equipe que desenha produtos digitais,Latin America's chronic inefficiency could drive more O2O commerce growth,Governo brasileiro cria manual para contratação de cloud
6620060201676471218,Creating Compound Views on Android,The real reasons you procrastinate - and how to stop,Why Google App Engine rocks: A Google engineer's take,"Fresco, sim! - Android Dev BR",How Do Top Android Developers QA Test Their Apps?,StrictMode for Runtime Analysis on Android - Google Developers
6642437212220341339,Governo abre consulta pública para Plano Nacional de IoT | NOTÍCIAS - Brasscom,"Google anuncia Android Things, plataforma para a Internet das Coisas | Google Discovery",11 Internet of Things (IoT) Protocols You Need to Know About,Visa e Swatch lançam relógio para pagamentos contactless no Brasil - Startupi,Here's proof that Google is getting serious about battling Facebook in a key area,Aplicação de visão computacional com OpenCV
6643427232964983922,#iLookLikeAnEngineer: One Year Later,Criadas para casar,Promoting gender equality through emoji �� ��,"Por dentro do MariaLab: A tecnologia é área para as mulheres, sim!",A importância dos filmes de mulherzinha - Capitolina,"O meme 'Luiza, você está atenta?' explicou da melhor forma o machismo na área da tecnologia"
6644171916702621557,Criando ícones animados no Android,Facebook's Artificial Intelligence Research lab releases open source fastText on GitHub,VMware Cloud™ on AWS - A Closer Look - frankdenneman.nl,Using DiffUtil in Android RecyclerView,Itaú segue tendência das fintechs e se torna primeiro banco tradicional a permitir abertura de contas por app - Startupi,Exploring Java's Hidden Costs
6664082205633624486,Building a Team from the Inside Out: Alok Gupta on the Evolution of Data Science at Airbnb,Olli: Artificial Intelligence for the real world of connected commuting,"Zuul 2 : The Netflix Journey to Asynchronous, Non-Blocking Systems","Don't Start Big, Start a Little Snowball","""Eat, sleep, code, repeat"" is such bullshit - Signal v. Noise",Cubr
6678691743269420670,Why Deep Learning Is Suddenly Changing Your Life,AI Is Here to Help You Write Emails People Will Actually Read,The return of the machinery question,"Telecoms open shop on Madison Avenue, but will brands buy?","Google, Amazon and the upcoming battle over AI Assistants","DARPA Goes ""Meta"" with Machine Learning for Machine Learning"
6750029764020453263,"Microsoft anuncia Visual Studio para Mac, disponível ainda nesta semana | MacMagazine.com.br",Introducing JIRA Software for iPhone,"Microsoft lança Teams, nova plataforma de chat concorrente do Slack | MacMagazine.com.br",Announcing .NET Core 1.0,New MacBook Pro is not a Laptop for Developers Anymore,Seja esperto no trabalho: Melhore a comunicação na empresa com 12 robôs
6783622248311192269,Par de alianças impede que seu parceiro assista Netflix sem você,11 Internet of Things (IoT) Protocols You Need to Know About,Visa vai testar nas Olimpíadas do Rio um anel para pagamentos,One Dollar Board: Um projeto brasileiro para revolucionar a educação,Bose's New Speaker Only Costs $150 But You Have to Build It Yourself,Visa e Swatch lançam relógio para pagamentos contactless no Brasil - Startupi
6807042796917367736,Bitbucket Pipelines Beta: continuous delivery inside Bitbucket - Bitbucket,Accidental discovery could help batteries last years longer,"Create Intelligent, Context-Aware Apps with the Google Awareness APIs | Android Developers Blog",The End Of Apps As We Know Them - Inside Intercom,A digital crack in banking's business model,The rise of APIs
6817244649248188271,Desenvolvimento de Aplicativos Mobile com Xamarin -,15 Awesome Sublime Text Plugins For Web Development,Live asynchronously.,Aplicação de visão computacional com OpenCV,Creating Compound Views on Android,"Ganhe 6 meses de acesso ao Pluralsight, maior plataforma de treinamento online"
6829640091575814990,Branding é problema seu. E meu.,Designer Creates 13 Perfect Circles to Draw Almost Any Animal,A nova sede da LEGO na Dinamarca é toda sobre colaboração,Evernote anuncia integração com Google Drive | Google Discovery,"curso de branding, diferenciação e estratégia de marca",Mulheres são mais criativas que homens?
6850500272809381909,WeChat's competitor to Slack has arrived,"Deep Learning for Chatbots, Part 2 - Implementing a Retrieval-Based Model in Tensorflow",WeChat's world,"Amazon still crushing cloud competition, says Gartner Magic Quadrant for IaaS - TechRepublic","Deep Learning for Chatbots, Part 1 - Introduction",Drupal and ambitious digital experiences
6852597772196653540,Firebase and Google Cloud: better together,"If women in tech stop apologizing, we might just be able to shut the sexist shit down. - Athena Talks","BigQuery 1.11, now with Standard SQL, IAM, and partitioned tables! | Google Cloud Big Data and Machine Learning Blog",Progressive Web App - first introduced on Google I/O | airberlin,Google lags behind Amazon and Microsoft's cloud in one important area,Power to the People: How One Unknown Group of Researchers Holds the Key to Using AI to Solve Real...
6881796783400625893,Santander Vies to Become First Bank to Issue Cash on Blockchain - CoinDesk,Bradesco lança serviço inédito para estimular o hábito de poupar,Nubank começa a testar seu programa de fidelidade - Empresas Tech,Measuring email effectiveness in retail banking,Grupo de bancos adere à tecnologia do bitcoin em transações,Nubank e Goldman fecham parceria de R$ 200 milhões
6910763794618680440,JavaServer Faces 2.3 Quick Reference - DZone Java,SOA com microserviços - Sensedia,How Do Top Android Developers QA Test Their Apps?,Torus,Graph Capabilities with the Elastic Stack,5 Unique Features Of Google Compute Engine That No IaaS Provider Could Match
6940370558848102253,Graduação já não garante uma carreira de sucesso em TI - CIO,Lists are the new search,Ordering coffee in Italy: the 10 commandments,Up your app's sharing game with DirectShare - Google Developers,This Super Accurate Portrait Selection Tech Uses Neural Networks,Staying one step ahead at Pixar: An interview with Ed Catmull
6941466664989793964,Accenture amplia atuação no Brasil,Meet the new Brazilian consumer,PwC faz virada digital e já fatura US$ 1 bilhão no mundo,The economic essentials of digital strategy,Mobile Time,Is FinTech Forcing Banking to a Tipping Point?
6947862790919978120,Java Microservices: The Cake is a Lie but You Can't Ignore It | Takipi Blog,The Java 8 API Design Principles,"Tabs vs Spaces: How They Write Java at Google, Twitter, Mozilla and Pied Piper | Takipi Blog",Building Spring Cloud Microservices That Strangle Legacy Systems,Supercharge Java Auth with JSON Web Tokens (JWTs) | Baeldung,On Orchestrated Microservices - Built to Adapt
6989198691754522425,Front in BH 2016,Lentes de contato inteligentes serão o wearable definitivo,Peças Translúcidas,"Por dentro do MariaLab: A tecnologia é área para as mulheres, sim!","Ganhe 6 meses de acesso ao Pluralsight, maior plataforma de treinamento online",How to finish 3D printed PLA objects
6997620589258672675,Abrimos uma conta no Original.,Nubank e Goldman fecham parceria de R$ 200 milhões,Visa lança desafio para startups de tecnologia - Startupi,Cade autoriza Itaú Unibanco e Mastercard a criarem nova bandeira de cartão,Itaú Unibanco fecha compra de ativos de varejo do Citi no Brasil,Por que o segundo maior banco da Alemanha decidiu entrar no Brasil com R$ 240 milhões?
7013665235990336340,Itaú Unibanco fecha compra de ativos de varejo do Citi no Brasil,"Em 2017 será possível ignorar totalmente o cartão físico, garante Itaú",Abrimos uma conta no Original.,Google lança experimentos com inteligência artificial | Google Discovery,Visa vai testar nas Olimpíadas do Rio um anel para pagamentos,Campus São Paulo: conheça a primeira turma do Programa de Residentes
7065704533945771463,Nova regra do Banco Central pode significar o fim do Nubank; entenda - IDG Now!,"No, Apple isn't the next BlackBerry - it's the next Microsoft",Latin America's chronic inefficiency could drive more O2O commerce growth,Time to Re-Think Design Thinking,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país",Five questions boards should ask about IT in a digital world
7087600436874507849,Workshop de Design Thinking - Unicamp,Dicas avançadas de ruby (capybara/cucumber),Como Usar o Git e o GitHub,Branding é problema seu. E meu.,Visa inaugura Co-Creation Center em São Paulo,Natura inova e cria bot para auxiliar consumidores a escolherem presentes de natal - Startupi
7088167897470452815,"Life Coach vs. Therapist, Learn the Difference | Tony Robbins",Qual é o valor da área de T&D na sua empresa?,Psicóloga de Harvard diz que as pessoas julgam você em segundos por esses critérios | Jornal do Empreendedor,Digital Health Coaching,"Para neurociência, motivação não é fator principal em mudança de hábitos",Former Google career coach shares a visual trick for figuring out what to do with your life
7155061818771055780,Wide & Deep Learning: Better Together with TensorFlow,Power to the People: How One Unknown Group of Researchers Holds the Key to Using AI to Solve Real...,Will blockchain drive the fourth Industrial Revolution?,"DARPA Goes ""Meta"" with Machine Learning for Machine Learning","Secret's founder returns with Bold, a Medium for enterprise",Why Netflix thinks its personalized recommendation engine is worth $1 billion per year
7181581805250416928,Liberty vai adotar telemetria e baratear seguro para bons motoristas,Mobile Time,The economic essentials of digital strategy,Measuring email effectiveness in retail banking,Meet the new Brazilian consumer,PwC faz virada digital e já fatura US$ 1 bilhão no mundo
7187598944032799890,Top 15 Facebook Open Source Projects You Must Know,"Don't Start Big, Start a Little Snowball","Microsoft lança Teams, nova plataforma de chat concorrente do Slack | MacMagazine.com.br","GitLab launches Issue Boards, an open-source task management tool that resembles Trello",Closure Compiler in JavaScript,Quick Tip: Working with the JavaScript Battery API
7202701636941380671,Combining Spring Boot and JDBI,"Kotlin in Production - What works, Whats broken",Standing on the Shoulders of Giants - Built to Adapt,Lessons from converting an app to 100% Kotlin - Keepsafe Engineering,Micro Profile JavaEE com Wildfly Swarm,On Orchestrated Microservices - Built to Adapt
7226503561499839165,"Zuul 2 : The Netflix Journey to Asynchronous, Non-Blocking Systems",Learning How to Learn: The Most Important Developer Skill - Free Code Camp,"Autofill: What web devs should know, but don't",Beyond Progressive Web Apps Part 1,The hardest thing in computer science,The Importance of Code Reviews
7229629480273331039,"An independent organization just ranked Google as the best cloud, beating Amazon",Can Accenture Take Over Advertising?,"No, Apple isn't the next BlackBerry - it's the next Microsoft",Google lags behind Amazon and Microsoft's cloud in one important area,Introduction to Natural Language Processing - University of Michigan | Coursera,The return of the machinery question
7255021292858609470,An operating model for company-wide agile development,Why the customer experience matters,An operating model for company-wide agile development,Big IT Rising,The economic essentials of digital strategy,Do you want Crappy Agile?
7270966256391553686,Announcing .NET Core 1.0,Java vs .NET vs Python vs Ruby vs Node.JS: Who Reigns the Job Market? | Takipi Blog,Why and How to Avoid Hamburger Menus - Louie A. - Mobile UX Design,Microsoft expands its support for Docker containers,The next wave in software is open adoption software,Docker 1.12: Now with Built-in Orchestration!
7277161137091492767,An overview of web service solutions in Drupal 8,Announcing SyntaxNet: The World's Most Accurate Parser Goes Open Source,A New Number Format for Computers Could Nuke Approximation Errors for Good,Acquia Engage Awards Finalists Announced,"Deep Learning for Chatbots, Part 2 - Implementing a Retrieval-Based Model in Tensorflow",Making open source data more available
7395435905985567130,The AI business landscape,Why Netflix thinks its personalized recommendation engine is worth $1 billion per year,"How Google is Remaking Itself as a ""Machine Learning First"" Company - Backchannel",Power to the People: How One Unknown Group of Researchers Holds the Key to Using AI to Solve Real...,Machine Learning and the VP Debate,Making open source data more available
7400903238402587728,Inbox by Gmail ganha formatação de texto | Google Discovery,Ordering coffee in Italy: the 10 commandments,Shopping app Spring's redesign could be a game-changer,Staying one step ahead at Pixar: An interview with Ed Catmull,"Deep-learning algorithm predicts photos' memorability at ""near-human"" levels",The barbell effect of machine learning.
7414483722019578252,Good developers take breaks * Greetings Programs,The five phases of migrating to Google Cloud Platform,What to Inspect When You are Inspecting!,Java vs .NET vs Python vs Ruby vs Node.JS: Who Reigns the Job Market? | Takipi Blog,"Apple File System (APFS) announced for 2017, scales 'from Apple Watch to Mac Pro' and focuses on encryption",The Children's Illustrated Guide to Kubernetes
7424795099560672335,7 Tips to Create a Company Learning Culture like Google - Without Resources,Seja esperto no trabalho: Melhore a comunicação na empresa com 12 robôs,When to make a Git Commit,The Ten Commandments of Egoless Programming,Cubr,"The Languages, Frameworks and Tools You Should Learn in 2017"
7429409096643373334,Beyond Progressive Web Apps Part 2: We Need to Know What's New,Programming by poking: why MIT stopped teaching SICP,Beyond Progressive Web Apps Part 1,"A whole new GitHub Universe: announcing new tools, forums, and features",Anti-If: The missing patterns,Serverless Data Sync in Web Apps with Bit Torrent
7434270606888620096,Stackdriver Debugger now works with source code directly in GitHub and Bitbucket,"Secret's founder returns with Bold, a Medium for enterprise",Aplicação de visão computacional com OpenCV,"Bots, Messenger and the future of customer service",Graph Capabilities with the Elastic Stack,Progressive Web App - first introduced on Google I/O | airberlin
7458850059926549081,Bring Your App To Life with CALayers,Seja esperto no trabalho: Melhore a comunicação na empresa com 12 robôs,Android Studio 2.2,"Don't Start Big, Start a Little Snowball",Cubr,You SHOULD Learn Vanilla JavaScript Before JS Frameworks - Snipcart
7459643459148487877,Grupo de bancos adere à tecnologia do bitcoin em transações,Measuring email effectiveness in retail banking,"Em 2017 será possível ignorar totalmente o cartão físico, garante Itaú",Visa Introduces NFC-Enabled Payment Ring for Team Visa Sponsored Athletes to Use at Rio 2016 Olympic Games,Starbucks tem mais dinheiro do cliente em cartões do que bancos,Google Cloud Goes to the Farm
7459726589306441015,Shopping app Spring's redesign could be a game-changer,Ordering coffee in Italy: the 10 commandments,This Super Accurate Portrait Selection Tech Uses Neural Networks,Artificial intelligence is changing SEO faster than you think,Staying one step ahead at Pixar: An interview with Ed Catmull,The barbell effect of machine learning.
7506614456429888492,Assessing Salesforce's platform and ecosystem | ZDNet,The new tech talent you need to succeed in digital,"""Consultorias promovem a desvalorização do nosso negócio"" - Meio & Mensagem",Meet the new Brazilian consumer,The economic essentials of digital strategy,How to Create an Exponential Mindset
7507067965574797372,Um bilhão de arquivos mostram quem vence a disputa tabs vs. espaços entre programadores,Inteligência artificial da IBM criou 'trailer perfeito' para filme,Post: Just Say mNo to Hungarian Notation,Pesquisadores do MIT desenvolvem tecnologia que digitaliza livros fechados - Geek,Things you probably didn't know you could do with Chrome's Developer Console,Why Learning Angular 2 Was Excruciating
7516228655554309785,A digital crack in banking's business model,Mobile marketing statistics 2016,"No Brasil, '25% dos celulares ainda são 'Burrofones'",The End Of Apps As We Know Them - Inside Intercom,The rise of APIs,Confused by blockchains? Revolution vs Evolution
7520301770873472812,Aplicativo gratuito permite gerenciar Consórcio Honda diretamente do celular - Notícias - Auto Estrada,Programa de Demissão Voluntária na Moto Honda tem mais de 500 adesões,Este texto do Ranieri é a melhor coisa que você lerá hoje,"Carne artificial acabará com o agronegócio brasileiro, afirma especialista",Bayer propõe comprar Monsanto para formar a maior agroquímica do mundo,Agronegócio mantém crescimento com tecnologia - inova.jor
7521700660190108859,Como são escrita as risadas em japonês? - Suki Desu,Learn Hiragana: The Ultimate Guide,How to Improve 8 Major Problem Areas for Japanese Learners of All Levels,The Best Linux Distros of 2016,Deputada mais jovem da Câmara silencia o plenário com lucidez do discurso (veja o vídeo),The Children's Illustrated Guide to Kubernetes
7526364197140419661,Digital Health Coaching,Qual é o valor da área de T&D na sua empresa?,Psicóloga de Harvard diz que as pessoas julgam você em segundos por esses critérios | Jornal do Empreendedor,Cinco competências comportamentais para você ser um bom líder,Investimentos em coaching e mentoring aumentam nas empresas,How to augment your career with leadership coaching
7529823674661315431,Google lança experimentos com inteligência artificial | Google Discovery,Google usa aprendizado de máquina para melhorar imagens de baixa qualidade | Google Discovery,Blaise Agüera y Arcas: How computers are learning to be creative,Transfer Style But Not Color,Aprendizado de máquina do Google pode detectar retinopatia diabética | Google Discovery,Gartner: em 2020 não haverá mais aplicativos
7534917347133949300,The Importance of Code Reviews,Ordering coffee in Italy: the 10 commandments,Clean Coder Blog,This Super Accurate Portrait Selection Tech Uses Neural Networks,Lists are the new search,Up your app's sharing game with DirectShare - Google Developers
7544768317373280661,Google adiciona medidor de velocidade da internet nos resultados de pesquisa | Google Discovery,Ouça a música criada pela inteligência artificial do Google | Google Discovery,Google lança YouTube Kids no Brasil | Google Discovery,Powering a more connected and collaborative enterprise,Transfer Style But Not Color,Acesse a versão Material Design do YouTube | Google Discovery
7606744605433799135,Why the customer experience matters,An operating model for company-wide agile development,An operating model for company-wide agile development,The sales secrets of high-growth companies,Why image recognition is about to transform business,PwC faz virada digital e já fatura US$ 1 bilhão no mundo
7612428320594238723,Why Is Learning Drupal Hard?,The Death of Drupal Commerce as an Ecommerce Solution - Third & Grove,Dries Distributions remain a growing opportunity for Drupal - Buytaert,"Amazon still crushing cloud competition, says Gartner Magic Quadrant for IaaS - TechRepublic",Acquia Engage Awards Finalists Announced,Who sponsors Drupal development? | Dries Buytaert
7620697593009487898,Spotify UI built with HTML / CSS - Freebiesbug,How I sped up the initial render of my Polymer app by 86%,Facebook's WhatsApp does something very different than Google,5 reasons your employees aren't sharing their knowledge,Text summarization with TensorFlow,Progressive Web App - first introduced on Google I/O | airberlin
7664140604181040222,Will blockchain drive the fourth Industrial Revolution?,Wide & Deep Learning: Better Together with TensorFlow,Skill swarms - a new way to share expertise and work smarter together - Skillhive,The AI business landscape,"Carne artificial acabará com o agronegócio brasileiro, afirma especialista",Bayer propõe comprar Monsanto para formar a maior agroquímica do mundo
7734121175534200554,"""Consultorias promovem a desvalorização do nosso negócio"" - Meio & Mensagem",Can Accenture Take Over Advertising?,Assessing Salesforce's platform and ecosystem | ZDNet,Campus São Paulo: conheça a primeira turma do Programa de Residentes,Latin America's chronic inefficiency could drive more O2O commerce growth,MOBILE TIME - FlyHelo: app permite compartilhamento de jatos e helicópteros em São Paulo
7804826445069770894,"Secret's founder returns with Bold, a Medium for enterprise",How Mark Zuckerberg Led Facebook's War to Crush Google Plus,The AI business landscape,Wide & Deep Learning: Better Together with TensorFlow,5 reasons your employees aren't sharing their knowledge,Seria Stranger Things uma obra de arte do algoritmo da Netflix?
7814856426770804213,New MacBook Pro is not a Laptop for Developers Anymore,The hardest thing in computer science,Dark Scrum,Berners-Lee quer criar outra Web,"Meet Mycroft, the open source AI who wants to rival Siri, Cortana, and Alexa | ZDNet",Being A Developer After 40 - Free Code Camp
7818691400791322406,Nubank e Goldman fecham parceria de R$ 200 milhões,Abrimos uma conta no Original.,Visa lança desafio para startups de tecnologia - Startupi,"Inovador, Nubank ganha prêmio no Vale do Silício | EXAME.com",XP quer ter banco no Brasil e vai abrir escritório em Genebra este mês,Latin America's chronic inefficiency could drive more O2O commerce growth
7823781477664935857,"Telecoms open shop on Madison Avenue, but will brands buy?",Two Different Sales Motions . . . .,Is FinTech Forcing Banking to a Tipping Point?,11 incredible ways UK businesses are using chatbots,Why Deep Learning Is Suddenly Changing Your Life,The rise of APIs
7851022564818849560,Workplace diversity in Brazil: there's still a long way to go,#Sentaquelávemtextão,"No dia das mães, Avon lança campanha com mãe de jovem gay",O dia em que tive mais medo de estar errada.,"Por dentro do MariaLab: A tecnologia é área para as mulheres, sim!",Não ao preconceito! ONU celebra Dia da Visibilidade de Mulheres Lésbicas e Bissexuais
7933360486658437274,Brazil's Bank Itaú Joins R3 Blockchain Consortium - CoinDesk,The Drive to Bank on Digital,"Build your own scalable, location analysis platform with Google Cloud Platform and Maps APIs",Changing change management,Brazil's Banco Bradesco Joins R3 Consortium - CoinDesk,An operating model for company-wide agile development
7943088471380012839,Torus,Anti-If: The missing patterns,"Autofill: What web devs should know, but don't",Introduction to release engineering,Programming by poking: why MIT stopped teaching SICP,Beyond Progressive Web Apps Part 1
7985545205318799060,On DRY and the cost of wrongful abstractions,bliki: StranglerApplication,Java 9 na prática: Jigsaw,"Don't Start Big, Start a Little Snowball",Advanced Android Espresso,Seja esperto no trabalho: Melhore a comunicação na empresa com 12 robôs
7993526700719577624,What Science Tells Us About Leadership Potential,"Ser um bom líder depende de inúmeros fatores. Mas um deles, segundo o inglês Simon Sinek, é importantíssimo: a coragem para proteger as equipes e para arriscar quando necessário",O que você deve fazer para se tornar um líder melhor?,"Life Coach vs. Therapist, Learn the Difference | Tony Robbins",O valor de seu trabalho de coaching vai depender de suas habilidades de acompanhamento - Harvard Business Review Brasil,The Difference Between Sympathy And Empathy - Expanded Consciousness
8115033558441775155,"A whole new GitHub Universe: announcing new tools, forums, and features",Why Silicon Valley is all wrong about Apple's AirPods - Chris Messina,Seja esperto no trabalho: Melhore a comunicação na empresa com 12 robôs,bliki: StranglerApplication,Why Learning Angular 2 Was Excruciating,Android Studio 2.2
8118799783881928573,Usability Heuristics for Bots - Chatbots Magazine,Big IT Rising,The rise of APIs,Why and How to Avoid Hamburger Menus - Louie A. - Mobile UX Design,A digital crack in banking's business model,How to Design a Walkthrough That Users Will Read
8195862936106508846,Client-side ranking to more efficiently show people stories in feed,Tasting Dagger 2 on Android,Blaise Agüera y Arcas: How computers are learning to be creative,"Don't Start Big, Start a Little Snowball",Bringing easy and fast checkout with Payment Request API | Web Updates - Google Developers,Labelling automated builds on Docker Hub - Microscaling Systems
8215778202715904841,How to Create an Exponential Mindset,The economic essentials of digital strategy,The new tech talent you need to succeed in digital,Mobile Time,Assessing Salesforce's platform and ecosystem | ZDNet,PwC faz virada digital e já fatura US$ 1 bilhão no mundo
8224860111193157980,Psicóloga de Harvard diz que as pessoas julgam você em segundos por esses critérios | Jornal do Empreendedor,Digital Health Coaching,Como resolver conflitos no ambiente corporativo us,O valor de seu trabalho de coaching vai depender de suas habilidades de acompanhamento - Harvard Business Review Brasil,Former Google career coach shares a visual trick for figuring out what to do with your life,4 Reasons Managers Should Spend More Time on Coaching
