contentId,If you liked,Recommendation 1,Recommendation 2,Recommendation 3,Recommendation 4,Recommendation 5
8.30295E+18,What makes a good (Android) Software Engineer,The new tech talent you need to succeed in digital,Seniority,Engineers Shouldn't Write ETL: A Guide to Building a High Functioning Data Science Department,My experience with Google's Associate Android Developer Certification,Support Ended for Eclipse Android Developer Tools
7.98649E+18,"Robotics, VR Content Take Center Stage at CES, But Where Is Cannabiz?","9 trends you need to watch at CES 2017, from 'AI' assistants to 'AR' devices",trendwatching.com | 5 Trends for 2017 | TrendWatching,How Robots Can Acquire New Skills from Their Shared Experience,Oculus acquires eye-tracking startup The Eye Tribe,"Facebook, Amazon, Google, IBM and Microsoft come together to create historic Partnership on AI"
3.0868E+18,Veja como funciona o assistente da Adobe que faz edições com comandos de voz,"SINAIS do FUTURO imediato: #1, internet das coisas",O que é benchmarking? Veja quando um concorrente se torna inspiração!,Especialistas trazem tendências de UX para 2017 - KingHost,De piada sobre TPM a servir cafezinho: como lidar com machismo no trabalho?,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi
-9.02096E+18,KFC chinês adota robô que escaneia clientes para sugerir menu - Startupi,"SINAIS do FUTURO imediato: #1, internet das coisas",Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,Especialistas trazem tendências de UX para 2017 - KingHost,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país",A saga do jovem CEO da Dasa
3.09135E+18,What's the Best Programming Language to Learn in 2017?,"The Languages, Frameworks and Tools You Should Learn in 2017",The Three Language Acquisition Stages,Learn About the PHP Trends and Predictions for 2017,Machine Learning Is No Longer Just for Experts,20 Awesome PHP Libraries For Early 2017
7.41904E+18,This 8-Page Website Generated Six-Figures in its First 8 Months - gaps,7 Vital SEO Trends for Google Rankings in 2017 | Digital Current,13 Killer SEO Copywriting Tips (With Examples and A/B Tests),The Complete Google Analytics Audit Checklist | Optimization Up,The Ultimate Guide to SEO Reporting: Starting with the Basics,Breaking: Apple's Search Ads go LIVE!
-5.81321E+18,Communication patterns in a Microservice world,"What do you mean by ""Event-Driven""?","Stream processing, Event sourcing, Reactive, CEP... and making sense of it all - Confluent",Microservices - When to React Vs. Orchestrate - Capital One DevExchange,Building Event-driven Microservices Using CQRS and Serverless,Communication Within an Android App With EventBus
-2.38615E+18,Vídeos de testes unitários em sistemas embarcados - Embarcados,"SINAIS do FUTURO imediato: #1, internet das coisas",Especialistas trazem tendências de UX para 2017 - KingHost,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,Banco Original discute tendências dos serviços financeiros e lança plataforma para desenvolvedores - Startupi,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país"
-1.99947E+18,"Docker - Build, Ship, and Run Any App, Anywhere","Use Docker to build, test and push your Artifacts",Drupal 8 CI/CD with Docker via Jenkins. Part 1: Integration,Labelling automated builds on Docker Hub - Microscaling Systems,Introducing Docker for Windows Server 2016 - Docker Blog,containerd - a core container runtime project for the industry - Docker Blog
-7.11316E+18,Arquitetura de Microserviços habilitando APIs - Sensedia,Top 5 conteúdos 2016 - Sensedia,Especialistas trazem tendências de UX para 2017 - KingHost,"SINAIS do FUTURO imediato: #1, internet das coisas",Banco Original discute tendências dos serviços financeiros e lança plataforma para desenvolvedores - Startupi,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi
-6.59082E+18,Listas com RecyclerView - Android Dev BR,"SINAIS do FUTURO imediato: #1, internet das coisas","Por dentro do Nubank, conheça os segredos da fintech mais festejada do país",Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,Especialistas trazem tendências de UX para 2017 - KingHost,Java Garbage Collection Essencial
5.66929E+18,"Signs suggest that 101Hero, the $49 3D printer, was too good to be true",Kickstarter 3D printer will print circuit boards as part of your designs,BACK FROM THE DEAD - TrendWatching,5 Asian Trends for 2017,Where is the bank's digital vision? - Chris Skinner's blog,Five things to include in your digital transformation playbook
5.48406E+18,The Ultimate Solution to Versioning REST APIs: Content Negotiation,Centrally manage all your Google Cloud resources with Cloud Resource Manager,Improving Drupal 8's API-first: JSON API and OAuth2?,The Java 8 API Design Principles,"Where, how much, and how: Answering the hardest questions of resource allocation","Building A Modern, Scalable Backend: Modernizing Monolithic Applications"
6.23631E+18,5 Asian Trends for 2017,5 Latin Trends for 2017 | TrendWatching,BACK FROM THE DEAD - TrendWatching,trendwatching.com | 5 Trends for 2017 | TrendWatching,"Cross-industry innovations for agriculture | Deloitte Australia | Consumer & Industrial products, Technology",Top 10 Insurtech Trends for 2017 - Insurance Thought Leadership
2.95264E+18,Rewiring Citi for the digital age,The new tech talent you need to succeed in digital,Digital Tool as Strategic Enabler for Banking Transformation,Where is the bank's digital vision? - Chris Skinner's blog,12 Agile principles,Five things to include in your digital transformation playbook
6.84416E+18,Mapping the Global NeoBank Landscape - Techfoliance,Blockchain Will Be Used By 15% of Big Banks By 2017,Digital Tool as Strategic Enabler for Banking Transformation,So you want to sell to banks?,Banking Needs a Customer Experience Wake-Up Call,Where is the bank's digital vision? - Chris Skinner's blog
8.42451E+18,4 Blockchain Macro Trends: Where to Place Your Bets,Why Many Smart Contract Use Cases Are Simply Impossible - CoinDesk,Why Many Smart Contract Use Cases Are Simply Impossible - CoinDesk,Blockchain Will Be Used By 15% of Big Banks By 2017,Money 20/20 Panel: Artificial Intelligence and Machine Learning,Blockchain startup R3 cuts fund-raising target to $150 million: source
-6.72884E+18,Seniority,12 Agile principles,Ask a Female Engineer: Joining a Startup,What to look for in a code review ,Introducing Ask a Female Engineer,Why do you Fail at Growth Marketing and How to Solve it
7.58101E+18,"The Three R's of Enterprise Security: Rotate, Repave, and Repair - Built to Adapt",How do you sell SaaS software to enterprise businesses?,The internet of stings,"Largest botnet attack in history peaks at over 1 terabits per second, aided by Internet of Things",What Happens When No One and Everyone Owns a Product? - Built to Adapt,12 Agile principles
-2.18402E+18,Moving the Drupal 8 workflow initiative along,Drupal 8 is 1 Year Old (AND YOU GET A PRIZE!),The investment case for employing a Drupal core contributor - Dries Buytaert,2. Why Drupal is ideal for ecommerce,A plan for media management in Drupal 8,Introducing the Workspace Preview System | Acquia Lightning
-9.19457E+18,"STEMTera, uma protoboard com Arduino Uno embutido",Comunicação entre Arduino e ROS através do pacote rosserial_arduino,Especialistas trazem tendências de UX para 2017 - KingHost,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,Banco Original discute tendências dos serviços financeiros e lança plataforma para desenvolvedores - Startupi,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país"
-7.53424E+18,Building on Slack Saved Our Startup,Slack and Google announce partnership focused on better integrating their services,IBM Watson is about to make Slack's chat bot smarter,Slack swips at Skype with video calls and reaction emoji,How the Communicator's Dilemma Made a 'Slack-lash' Inevitable,"Facebook Workplace officially launches on the web and iOS, set to compete head-on with Slack"
-1.55792E+18,Prototipação: erre cedo para acertar cedo - Hipsters #28,"""Disrupção não depende da tecnologia, depende das pessoas"": as lições do cofundador do Waze - Startupi","SINAIS do FUTURO imediato: #1, internet das coisas",De piada sobre TPM a servir cafezinho: como lidar com machismo no trabalho?,O que é benchmarking? Veja quando um concorrente se torna inspiração!,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país"
5.13537E+18,Dries Buytaert,"Acquia Releases Lightning for Drupal 8, Enabling Fast Starts for Digital Experience Deployments [July 19, 2016]",6. What can Acquia and the community do now regarding Drupal and ecommerce?,Acquia a leader in the 2017 Forrester Wave for Web Content Management Systems | Dries Buytaert,0. The case for Drupal and Commerce,Acquia Engage 2016: Day One
-1.43795E+18,Drush 9 Roadmap,Hedron: Or my dissatisfaction with local development #Drupal,Drupal 8 is 1 Year Old (AND YOU GET A PRIZE!),3. The case for Drupal and SaaS,Dries Distributions remain a growing opportunity for Drupal - Buytaert,The investment case for employing a Drupal core contributor - Dries Buytaert
6.84746E+18,Indian outsourcing specialists must reboot their strategies,America's allies are preparing for a bumpy ride,Future Of Consulting: Consultancies Adapt To Digital Change,"JPMorgan Software Does in Seconds What Took Lawyers 360,000 Hours",Accenture and Adboe team on customer enegagement,Siemens and General Electric gear up for the internet of things
8.1852E+18,"Se eu fosse falar de todas as ideias péssimas que tive, precisaríamos de muito tempo, diz cofundador do Google","SINAIS do FUTURO imediato: #1, internet das coisas",Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,A saga do jovem CEO da Dasa,Especialistas trazem tendências de UX para 2017 - KingHost,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país"
-1.44764E+18,"Facebook terá ""Startup Garage"" dentro da maior incubadora do mundo","Facebook lança Workplace, versão da rede social para empresas",Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,"""5G está para IoT como 4G esteve para o Smartphone"", saiba as apostas da Intel para 2017",Especialistas trazem tendências de UX para 2017 - KingHost,Banco Original discute tendências dos serviços financeiros e lança plataforma para desenvolvedores - Startupi
1.22095E+18,America's allies are preparing for a bumpy ride,The internet of stings,What DeepMind brings to Alphabet,What A Difference 2 Percentage Points Makes,"As Artificial Intelligence Evolves, So Does Its Criminal Potential",Indian outsourcing specialists must reboot their strategies
8.70845E+18,Tailoring your integration approach to specific deals,The new tech talent you need to succeed in digital,Digital Leadership Is Not an Optional Part of Being a CEO,Grow fast or die slow: Focusing on customer success to drive growth,Why do you Fail at Growth Marketing and How to Solve it,7 Tips to Create a Company Learning Culture like Google - Without Resources
-3.48258E+18,Microservices - When to React Vs. Orchestrate - Capital One DevExchange,Communication patterns in a Microservice world,"Stream processing, Event sourcing, Reactive, CEP... and making sense of it all - Confluent","What do you mean by ""Event-Driven""?",Building Event-driven Microservices Using CQRS and Serverless,Software Architecture Patterns
-5.8294E+18,Introducing Mini Courses with MS Chatbots,Introduction To Chatbots,"Zo, Microsoft's latest attempt at a chatbot, is ready to converse on Kik app",Building a Facebook Chat Bot with Node and Heroku,Telegram Bolsters Bot API with New Gaming Functionality,A smart home is where the bot is
-3.90087E+18,"Adobe, Acquia, Episerver Lead New Forrester WCM Wave",Acquia a leader in the 2017 Forrester Wave for Web Content Management Systems | Dries Buytaert,Dries Buytaert,Adobe and Microsoft Partner in the Azure Cloud to Help Businesses Transform Customer Engagement,Top 10 Hot Artificial Intelligence (AI) Technologies,"Acquia Releases Lightning for Drupal 8, Enabling Fast Starts for Digital Experience Deployments [July 19, 2016]"
-2.32351E+18,Especialistas trazem tendências de UX para 2017 - KingHost,"SINAIS do FUTURO imediato: #1, internet das coisas",CRO: crescimento com baixo investimento,Como o Trello foi de 4 a 17 milhões de usuários,O que é liderança? Liderança é fazer a diversidade funcionar.,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi
-5.25724E+18,Top 10 Hot Artificial Intelligence (AI) Technologies,Here's how The White House wants the U.S. to approach AI R&D,Andrew Ng: What AI Can and Can't Do,Democratizing AI,Money 20/20 Panel: Artificial Intelligence and Machine Learning,"Facebook, Amazon, Google, IBM and Microsoft come together to create historic Partnership on AI"
-1.18124E+18,Asus ready to take bite of 'Pi' market with Tinker micro PC,The new 64-bit Orange Pi is a quad-core computer for $20,4K movies come to the Google Play Movies & TV app,"Onion Creates a $5 Linux Computer with Wi-Fi, Designed for IoT Applications",Google planeja ferramentas de inteligência artificial para Raspberry Pi | Google Discovery,Replace Lego's $190 Intelligent Brick with MIT's Scratch and a $40 Raspberry Pi
-5.95472E+18,How to Embrace Constant Change in Growth,Why do you Fail at Growth Marketing and How to Solve it,The Mobile Growth Stack: 2017 Edition - Mobile Growth Stack,3 Pillars of the Most Successful Tech Products,12 Agile principles,Building on Slack Saved Our Startup
-7.43667E+16,Trello Is Being Acquired By Atlassian,[Kanban Boards] Is Pinnery the Better Trello?,Como o Trello foi de 4 a 17 milhões de usuários,Seniority,Renewing Medium's focus,[Tools] See how the JIRA Portfolio team uses JIRA Portfolio
-5.79405E+18,Dasa compra rede de laboratórios SalomãoZoppi,"Dasa anuncia compra do laboratório Leme, da Bahia",A saga do jovem CEO da Dasa,"Reestruturada, Dasa vai abrir 50 pontos e negocia aquisições",Dasa compra maior rede de laboratórios do Nordeste,"""5G está para IoT como 4G esteve para o Smartphone"", saiba as apostas da Intel para 2017"
1.67668E+17,"Canonical libera patches de segurança para os sistemas Ubuntu 12.04, 14.04, 16.04, 16.10 e derivados",Criador do Ubuntu diz que o sistema soluciona o problema de segurança na Internet das Coisas,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,"SINAIS do FUTURO imediato: #1, internet das coisas",[Article] Poka Yoke: o que é e como implementar | Endeavor Brasil,O que é benchmarking? Veja quando um concorrente se torna inspiração!
2.32141E+18,Lean IT is all about people - o Lean na TI é focado em pessoas,Lean and banking: the pot of gold waiting to be discovered | Blog post,[eBook] Enxugando a máquina - Paulo Caroli,TI Bimodal? Receita para o desastre...,"""5G está para IoT como 4G esteve para o Smartphone"", saiba as apostas da Intel para 2017",Especialistas trazem tendências de UX para 2017 - KingHost
-3.2247E+18,20 Awesome PHP Libraries For Early 2017,Learn About the PHP Trends and Predictions for 2017,15 Interesting JavaScript and CSS Libraries for October 2016,Debugging WordPress: 11 Powerful Tips and Techniques,Introduction To Chatbots,Home-Made Twitter and Gmail Notifications with PHP and Arduino
-7.04745E+18,Plano nacional de ''internet das coisas'' sai em fevereiro,Plano Nacional de IoT chega em março com parceria entre MCTIC e BNDES,"SINAIS do FUTURO imediato: #1, internet das coisas",Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,Banco Original discute tendências dos serviços financeiros e lança plataforma para desenvolvedores - Startupi,Especialistas trazem tendências de UX para 2017 - KingHost
5.42905E+18,Spring Boot 1.5.1 released,Combining Spring Boot and JDBI,"A Geospatial Messenger with Kotlin, Spring Boot and PostgreSQL",Introducing Kotlin support in Spring Framework 5.0,Java Microservices: The Cake is a Lie but You Can't Ignore It | Takipi Blog,8 must-see sessions for application developers at Google Cloud Next '17
2.50862E+18,Using DiffUtil in Android RecyclerView,The Java 8 API Design Principles,RecyclerView Prefetch - Google Developers,Listas com RecyclerView - Android Dev BR,Java 8 Streams - A Deeper Approach About Performance Improvement,Inversion of Control Containers and the Dependency Injection pattern
-9.03902E+18,Concurso Literário Leia Mulheres + Sweek | Sweek,Kaol Porfírio luta como uma garota! - Think Olga,De piada sobre TPM a servir cafezinho: como lidar com machismo no trabalho?,"O meme 'Luiza, você está atenta?' explicou da melhor forma o machismo na área da tecnologia",Este é o melhor jeito de entender como as mulheres sofrem machismo na área de TI,"SINAIS do FUTURO imediato: #1, internet das coisas"
9.91272E+17,Este é o melhor jeito de entender como as mulheres sofrem machismo na área de TI,"O meme 'Luiza, você está atenta?' explicou da melhor forma o machismo na área da tecnologia",Kaol Porfírio luta como uma garota! - Think Olga,De piada sobre TPM a servir cafezinho: como lidar com machismo no trabalho?,Concurso Literário Leia Mulheres + Sweek | Sweek,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi
-6.28991E+18,Engineering Digital Banking Solutions Using UX Methodology,Digital Tool as Strategic Enabler for Banking Transformation,Banking Needs a Customer Experience Wake-Up Call,The new tech talent you need to succeed in digital,Stop Trying to Monetize Your Data - Built to Adapt,Mapping the Global NeoBank Landscape - Techfoliance
3.77008E+18,Webinar: A Internet das Coisas no Brasil,"SINAIS do FUTURO imediato: #1, internet das coisas",Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,A saga do jovem CEO da Dasa,Especialistas trazem tendências de UX para 2017 - KingHost,"""5G está para IoT como 4G esteve para o Smartphone"", saiba as apostas da Intel para 2017"
-5.60816E+18,12 incredible women you've never heard of who changed science forever,Introducing Ask a Female Engineer,Code.org 2016 Annual Report,Introducing the Data Science Maturity Model,"Little girls doubt that women can be brilliant, study shows",Ask a Female Engineer: Joining a Startup
-3.97872E+18,Fabric is Joining Google,Google's Firebase Team Picks Up Twitter's Fabric,What Google AMP Means for Every Marketer,Browser Trends December 2016: Mobile Overtakes Desktop,The Mobile Growth Stack: 2017 Edition - Mobile Growth Stack,The Complete Google Analytics Audit Checklist | Optimization Up
-3.87276E+18,13 Killer SEO Copywriting Tips (With Examples and A/B Tests),The Ultimate Guide to SEO Reporting: Starting with the Basics,7 Vital SEO Trends for Google Rankings in 2017 | Digital Current,This 8-Page Website Generated Six-Figures in its First 8 Months - gaps,Stop Trying to Sound Smart When You're Writing,The Complete Google Analytics Audit Checklist | Optimization Up
3.6796E+18,Google's Firebase Team Picks Up Twitter's Fabric,Fabric is Joining Google,Google Tag Manager: Giving Mobile Tagging a Little Extra Love,Twitter is shutting down Vine,Building on Slack Saved Our Startup,Customize your G Suite experience with App Maker and Recommended apps
9.67144E+17,Baidu abre laboratório de realidade aumentada - Startupi,Banco Original discute tendências dos serviços financeiros e lança plataforma para desenvolvedores - Startupi,KFC chinês adota robô que escaneia clientes para sugerir menu - Startupi,Especialistas trazem tendências de UX para 2017 - KingHost,"""5G está para IoT como 4G esteve para o Smartphone"", saiba as apostas da Intel para 2017",Black Friday salva o ano do e-commerce
-8.79595E+17,O manual do deboísta corporativo,"SINAIS do FUTURO imediato: #1, internet das coisas",O que é benchmarking? Veja quando um concorrente se torna inspiração!,25 Coisas que Você Devia Começar a Fazer Agora que Tem 25 anos,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país",Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi
6.46355E+18,"Little girls doubt that women can be brilliant, study shows",Introducing Ask a Female Engineer,12 incredible women you've never heard of who changed science forever,Code.org 2016 Annual Report,17 for '17: Microsoft researchers on what to expect in 2017 and 2027 - Next at Microsoft,Voice Search Could Become Mainstream Within the Next 5 Years
3.63304E+17,Management theory is becoming a compendium of dead ideas,How CIOs Leverage Business Intelligence to Drive Smarter Decision-Making,Indian outsourcing specialists must reboot their strategies,Why do you Fail at Growth Marketing and How to Solve it,Assessing Salesforce's platform and ecosystem | ZDNet,3 Pillars of the Most Successful Tech Products
3.3828E+18,Building Event-driven Microservices Using CQRS and Serverless,"What do you mean by ""Event-Driven""?","Stream processing, Event sourcing, Reactive, CEP... and making sense of it all - Confluent",Communication patterns in a Microservice world,Communication Within an Android App With EventBus,Java Microservices: The Cake is a Lie but You Can't Ignore It | Takipi Blog
-4.70971E+18,Guest post: building IoT applications with MQTT and Google Cloud Pub/Sub,8 must-see sessions for application developers at Google Cloud Next '17,Google Cloud Platform sets a course for new horizons,Announcing updates to Google's Internet of Things platform: Android Things and Weave,"Building A Modern, Scalable Backend: Modernizing Monolithic Applications",Announcing new storage classes for Google Cloud Storage: simplifying the storage and management of hot and cold data
-5.8234E+18,WalkMe acquires Abbi.io to add mobile A/B testing and engagement,The Complete Google Analytics Audit Checklist | Optimization Up,The Mobile Growth Stack: 2017 Edition - Mobile Growth Stack,What Google AMP Means for Every Marketer,3 Pillars of the Most Successful Tech Products,Lessons from Becoming a Data-Driven Organization
8.90566E+18,Hedron: Or my dissatisfaction with local development #Drupal,Drush 9 Roadmap,Drupal 8 is 1 Year Old (AND YOU GET A PRIZE!),3. The case for Drupal and SaaS,Dries Distributions remain a growing opportunity for Drupal - Buytaert,0. The case for Drupal and Commerce
-9.03335E+18,Software Architecture Patterns,Salesforce Architect Journey,Microservices - When to React Vs. Orchestrate - Capital One DevExchange,Drupal 8 Front-End Architecture,Standing on the Shoulders of Giants - Built to Adapt,Java Microservices: The Cake is a Lie but You Can't Ignore It | Takipi Blog
-8.39259E+18,Why Introverts Are Better at Sales Than Extroverts,How do you sell SaaS software to enterprise businesses?,Using behavioral data to improve customer satisfaction,Banking Needs a Customer Experience Wake-Up Call,Customize your G Suite experience with App Maker and Recommended apps,Six iconic retailers and their digital transformation journeys
-6.79806E+18,Google planeja ferramentas de inteligência artificial para Raspberry Pi | Google Discovery,Google lança experimentos com inteligência artificial | Google Discovery,Google Maps agora mostra se local tem entrada com acessibilidade | Google Discovery,Banco Original discute tendências dos serviços financeiros e lança plataforma para desenvolvedores - Startupi,"""5G está para IoT como 4G esteve para o Smartphone"", saiba as apostas da Intel para 2017",Especialistas trazem tendências de UX para 2017 - KingHost
1.75182E+18,Expanding our IDE support with a new Eclipse plugin for App Engine,8 must-see sessions for application developers at Google Cloud Next '17,Introducing Google Cloud Shell's new code editor,How to use Docker to run ASP.NET Core apps on Google App Engine,Google Cloud Platform sets a course for new horizons,Support Ended for Eclipse Android Developer Tools
3.99921E+18,"Samsung, SapientRazorfish Show IoT Retail Approach At NRF",The future of traditional retail is digital,Six iconic retailers and their digital transformation journeys,Banking Needs a Customer Experience Wake-Up Call,Using behavioral data to improve customer satisfaction,Salesforce adds some artificial intelligence to customer service products
-5.33E+17,IBM Seeks to Simplify Graph with New Titan Service,Graph-powered Machine Learning at Google,"IBM deploying 1,300 Macs per week, Apple users need much less support than PC counterparts",IBM now uses more Macs than any other company | Cult of Mac,"Apple &amp; IBM launch first 'MobileFirst for iOS' education app, IBM Watson Element","Jamf conference: IBM cutting costs w/ largest enterprise Mac deployment, 100,000 by end of year"
8.83375E+18,"Sem fazer alarde, a série","SINAIS do FUTURO imediato: #1, internet das coisas",25 Coisas que Você Devia Começar a Fazer Agora que Tem 25 anos,Kaol Porfírio luta como uma garota! - Think Olga,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país",O que é benchmarking? Veja quando um concorrente se torna inspiração!
-3.66011E+18,Acquia a leader in the 2017 Forrester Wave for Web Content Management Systems | Dries Buytaert,Dries Buytaert,"Adobe, Acquia, Episerver Lead New Forrester WCM Wave","Acquia Releases Lightning for Drupal 8, Enabling Fast Starts for Digital Experience Deployments [July 19, 2016]",Acquia Engage 2016: Day One,The 2017 Acquia Partners of the Year
5.68108E+18,Building a Facebook Chat Bot with Node and Heroku,Introduction To Chatbots,Introducing Mini Courses with MS Chatbots,"Stream processing, Event sourcing, Reactive, CEP... and making sense of it all - Confluent",Life Beyond Email: Chatbot Marketing,New APIs Expand Line's Third Party Integration and Chatbot Capabilities
8.55067E+18,Why Many Smart Contract Use Cases Are Simply Impossible - CoinDesk,Why Many Smart Contract Use Cases Are Simply Impossible - CoinDesk,4 Blockchain Macro Trends: Where to Place Your Bets,Blockchain Will Be Used By 15% of Big Banks By 2017,Que novas oportunidades poderemos criar com Blockchain? - CIO,3 Big Blockchain Ideas MIT is Working on Right Now - CoinDesk
1.34874E+18,Johnson & Johnson comprará grupo suíço por US$ 30 bi,A saga do jovem CEO da Dasa,"SulAmérica continua investindo, apesar da crise - Sonho Seguro",Black Friday salva o ano do e-commerce,O IPO é a saída para a Netshoes?,"Infracommerce, operadora de e-commerce da Ambev e Alpargatas, recebe aporte de R$ 40 mi"
-1.45693E+16,Java 8 Streams - A Deeper Approach About Performance Improvement,The Java 8 API Design Principles,Java 8 Streams : 10 missing features,"Kotlin in Production - What works, Whats broken",Don't document your code. Code your documentation.,The hardest thing in computer science
-1.15893E+17,Speed Up a WordPress Website in 8 Steps,Debugging WordPress: 11 Powerful Tips and Techniques,"Front-End Performance Checklist 2017 (PDF, Apple Pages) - Smashing Magazine",What to look for in a code review ,Load Testing Our Site on Pantheon (Drupalize.me),Exploited Script in WordPress Themes Send Spam
1.49665E+18,A corrida como aliada da produtividade - Runner's World Brasil,25 Coisas que Você Devia Começar a Fazer Agora que Tem 25 anos,"SINAIS do FUTURO imediato: #1, internet das coisas",Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,O que é benchmarking? Veja quando um concorrente se torna inspiração!,O futuro das interfaces: Chatbots - Tableless
-2.31436E+18,"O meme 'Luiza, você está atenta?' explicou da melhor forma o machismo na área da tecnologia",Este é o melhor jeito de entender como as mulheres sofrem machismo na área de TI,Kaol Porfírio luta como uma garota! - Think Olga,De piada sobre TPM a servir cafezinho: como lidar com machismo no trabalho?,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país","SINAIS do FUTURO imediato: #1, internet das coisas"
8.0201E+18,CRO: crescimento com baixo investimento,Especialistas trazem tendências de UX para 2017 - KingHost,Como o Trello foi de 4 a 17 milhões de usuários,Black Friday salva o ano do e-commerce,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,Para inovar é preciso mais do que boas ideias - Startupi
7.77586E+18,The Complete Google Analytics Audit Checklist | Optimization Up,Improvements coming to the Google Analytics desktop UI,Tracking Multiple Categories in Google Analytics for Content Pages - E-Nor | Google Analytics Blog,Lessons from Becoming a Data-Driven Organization,"Practical advice for analysis of large, complex data sets",7 Vital SEO Trends for Google Rankings in 2017 | Digital Current
2.99802E+18,Drupal 8 Front-End Architecture,Drupal 8 is 1 Year Old (AND YOU GET A PRIZE!),0. The case for Drupal and Commerce,2. Why Drupal is ideal for ecommerce,4. Why ecommerce is essential for Drupal,The investment case for employing a Drupal core contributor - Dries Buytaert
-7.46073E+17,How to get the most from your agency relationships in 2017,The new tech talent you need to succeed in digital,A plan for media management in Drupal 8,Digital Leadership Is Not an Optional Part of Being a CEO,The Mobile Growth Stack: 2017 Edition - Mobile Growth Stack,How to move an entire government to a new digital platform - Dries Buytaert
-5.58191E+18,Having Children Destroyed My Career,A plan for media management in Drupal 8,Ask a Female Engineer: Joining a Startup,Introducing Ask a Female Engineer,"Life Coach vs. Therapist, Learn the Difference | Tony Robbins",Today in Apple history: Steve Jobs passes away | Cult of Mac
-4.7629E+18,A smart home is where the bot is,Introduction To Chatbots,Here's how The White House wants the U.S. to approach AI R&D,Introducing Mini Courses with MS Chatbots,Duolingo's chatbots help you learn a new language,"9 trends you need to watch at CES 2017, from 'AI' assistants to 'AR' devices"
4.87677E+18,Shopping em BH terá fazenda urbana de 2.700 m²,Black Friday salva o ano do e-commerce,A saga do jovem CEO da Dasa,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país",Especialistas trazem tendências de UX para 2017 - KingHost
8.4778E+18,Gartner: em 2020 não haverá mais aplicativos,"SINAIS do FUTURO imediato: #1, internet das coisas",Especialistas trazem tendências de UX para 2017 - KingHost,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,Banco Original discute tendências dos serviços financeiros e lança plataforma para desenvolvedores - Startupi,"""5G está para IoT como 4G esteve para o Smartphone"", saiba as apostas da Intel para 2017"
7.17472E+17,Here's how Evernote moved 3 petabytes of data to Google's cloud,Google's Cloud Machine Learning service is now in public beta,Making Sense of Unstructured Data with Google Cloud NL API,Google Cloud Platform sets a course for new horizons,"Google Cloud Machine Learning family grows with new API, editions and pricing",8 must-see sessions for application developers at Google Cloud Next '17
4.90963E+18,Como o Banco do Brasil está inovando e incentivando o intraempreendedorismo,Banco Original discute tendências dos serviços financeiros e lança plataforma para desenvolvedores - Startupi,Saiba como a Cisco está trabalhando com IoT e suas iniciativas para os empreendedores desse mercado - Startupi,Especialistas trazem tendências de UX para 2017 - KingHost,"Por dentro do Nubank, conheça os segredos da fintech mais festejada do país","SINAIS do FUTURO imediato: #1, internet das coisas"
-8.71795E+18,7 Vital SEO Trends for Google Rankings in 2017 | Digital Current,The Ultimate Guide to SEO Reporting: Starting with the Basics,This 8-Page Website Generated Six-Figures in its First 8 Months - gaps,13 Killer SEO Copywriting Tips (With Examples and A/B Tests),Voice Search Could Become Mainstream Within the Next 5 Years,The Complete Google Analytics Audit Checklist | Optimization Up
